"","Rk","Name","Born","Yrs","From","To","ASG","G","AB","R","H","HR","RBI","SB","BB","BA","OBP","SLG","OPS","W","L","ERA","WHIP","G.1","GS","SV","IP","H.1","HR.1","BB.1","SO","Franchises","month","day"
"133",25,"Gary Lavelle",1949,13,1974,1987,2,745,111,5,9,0,4,0,3,0.081,0.105,0.099,0.204,80,77,2.93,1.331,745,3,136,1085,1004,51,440,769,"SFG,TOR,OAK",1,3
"134",26,"Ike Brookens",1949,1,1975,1975,0,3,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,5.23,1.548,3,0,0,10.1,11,3,5,8,"DET",1,3
"135",27,"Archie Reynolds",1946,5,1968,1972,0,36,11,2,3,0,0,0,3,0.273,0.429,0.364,0.792,0,8,5.73,1.824,36,7,0,81.2,100,8,49,47,"CHC,ANA,MIL",1,3
"136",28,"Dick Colpaert",1944,1,1970,1970,0,8,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,5.91,1.594,8,0,0,10.2,9,3,8,6,"PIT",1,3
"137",29,"Bob Gebhard",1943,3,1971,1974,0,31,0,0,0,0,0,0,1,NA,1,NA,NA,1,3,5.93,2,31,0,1,41,58,4,24,26,"MIN,WSN",1,3
"138",30,"Adrian Garrett",1943,8,1966,1976,0,163,276,30,51,11,37,4,31,0.185,0.263,0.333,0.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATL,CHC,OAK,ANA",1,3
"139",31,"John Sullivan",1941,5,1963,1968,0,116,259,9,59,2,18,0,19,0.228,0.282,0.27,0.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DET,NYM,PHI",1,3
"140",32,"George Piktuzis",1932,1,1956,1956,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,7.2,1.6,2,0,0,5,6,1,2,3,"CHC",1,3
"141",33,"Chris Van Cuyk",1927,3,1950,1952,0,44,51,4,11,0,5,0,1,0.216,0.245,0.235,0.481,7,11,5.16,1.453,44,26,1,160.1,170,19,63,103,"LAD",1,3
"142",34,"Harry Fisher",1926,2,1951,1952,0,18,18,0,5,0,1,0,0,0.278,0.278,0.333,0.611,1,2,6.87,1.636,8,3,0,18.1,17,4,13,5,"PIT",1,3
"143",35,"John Andre",1923,1,1955,1955,0,22,9,0,1,0,0,0,0,0.111,0.111,0.111,0.222,0,1,5.8,1.622,22,3,1,45,45,7,28,19,"CHC",1,3
"144",36,"Virgil Stallcup",1922,7,1947,1953,0,587,2059,171,497,22,214,9,51,0.241,0.26,0.334,0.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CIN,STL",1,3
"145",37,"Ed Sauer",1919,4,1943,1949,0,189,457,45,117,5,57,3,33,0.256,0.309,0.352,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHC,ATL,STL",1,3
"146",38,"Chico Hernandez",1916,2,1942,1943,0,90,244,16,61,0,16,0,20,0.25,0.309,0.287,0.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHC",1,3
"147",39,"Sid Hudson",1915,12,1940,1954,2,383,746,62,164,0,75,1,25,0.22,0.246,0.253,0.499,104,152,4.28,1.476,380,279,13,2181,2384,136,835,734,"MIN,BOS",1,3
"148",40,"Cliff Melton",1912,8,1937,1944,1,272,469,28,77,0,32,0,20,0.164,0.198,0.181,0.38,86,80,3.42,1.291,272,179,16,1453.2,1446,79,431,660,"SFG",1,3
"149",41,"Frenchy Bordagaray",1910,11,1934,1945,0,930,2632,410,745,14,270,66,173,0.283,0.331,0.366,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHW,LAD,STL,CIN,NYY",1,3
"150",42,"Gus Suhr",1906,11,1930,1940,1,1435,5176,714,1446,84,818,53,718,0.279,0.368,0.428,0.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIT,PHI",1,3
"151",43,"Bill Cissell",1904,9,1928,1938,0,956,3707,516,990,29,423,113,212,0.267,0.308,0.36,0.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHW,CLE,BOS,OAK,SFG",1,3
"152",44,"Herb Bradley",1903,3,1927,1929,0,24,21,0,5,0,1,0,0,0.238,0.238,0.238,0.476,1,4,5.93,1.507,24,7,0,74.1,87,3,25,20,"BOS",1,3
"153",45,"Jim McLaughlin",1902,1,1932,1932,0,1,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL",1,3
"154",46,"Buzz Arlett",1899,1,1931,1931,0,121,418,65,131,18,72,3,45,0.313,0.387,0.538,0.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHI",1,3
"155",47,"Pete Turgeon",1897,1,1923,1923,0,3,6,1,1,0,0,0,0,0.167,0.167,0.167,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHC",1,3
"156",48,"John Fluhrer",1894,1,1915,1915,0,6,6,0,2,0,0,1,1,0.333,0.429,0.333,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHC",1,3
"157",49,"Tom Whelan",1894,1,1920,1920,0,1,1,0,0,0,0,0,1,0,0.5,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATL",1,3
"158",50,"Roland Howell",1892,1,1912,1912,0,3,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,27,6,3,0,0,1.2,5,0,5,0,"STL",1,3
"159",51,"John Dowd",1891,1,1912,1912,0,10,31,1,6,0,0,0,6,0.194,0.342,0.226,0.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYY",1,3
"160",52,"Charlie Harding",1891,1,1913,1913,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,4.5,2,1,0,0,2,3,0,1,0,"DET",1,3
"161",53,"Kirby White",1884,3,1909,1911,0,58,103,9,22,0,3,0,8,0.214,0.283,0.262,0.545,17,25,3.24,1.397,58,44,2,330.2,294,10,168,102,"ATL,PIT",1,3
"162",54,"Buck Hopkins",1883,1,1907,1907,0,15,44,7,6,0,3,2,10,0.136,0.333,0.205,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STL",1,3
"163",55,"Lou Mahaffey",1874,1,1898,1898,0,1,4,0,0,0,0,0,1,0,0.2,0,0.2,0,1,3,1.667,1,1,0,9,10,0,5,1,"LOU",1,3
"164",56,"Roy Brashear",1874,2,1902,1903,0,130,463,45,124,1,44,11,38,0.268,0.325,0.307,0.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STL,PHI",1,3
"165",57,"Barney Gilligan",1856,10,1879,1888,0,521,1865,215,386,3,167,8,147,0.207,0.265,0.273,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CBL,PRO,WNL,DTN",1,3
"166",58,"Bill Lennon",1845,3,1871,1873,0,28,121,18,26,0,13,1,1,0.215,0.221,0.248,0.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KEK,NAT,MAR",1,3
"167",1,"Reynaldo Lopez",1994,1,2016,2016,0,11,12,0,1,0,0,0,0,0.083,0.083,0.083,0.167,5,3,4.91,1.568,11,6,0,44,47,4,22,42,"WSN",1,4
"168",2,"Kris Bryant",1992,3,2015,2017,2,360,1367,246,386,78,227,25,189,0.282,0.38,0.525,0.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHC",1,4
"169",3,"Michael Lorenzen",1992,3,2015,2017,0,96,48,6,11,2,8,0,0,0.229,0.245,0.396,0.641,9,11,4.35,1.428,86,21,1,194.2,197,25,81,159,"CIN",1,4
"170",4,"Daniel Stumpf",1991,2,2016,2017,0,9,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,10.13,2.438,9,0,0,5.1,11,1,2,3,"PHI,DET",1,4
"171",5,"Raisel Iglesias",1990,3,2015,2017,0,79,42,0,4,0,1,0,0,0.095,0.095,0.167,0.262,8,9,3.01,1.113,79,21,16,203,159,19,67,222,"CIN",1,4
"172",6,"Kevin Pillar",1989,5,2013,2017,0,451,1582,199,423,31,143,49,77,0.267,0.307,0.391,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOR",1,4
"173",7,"Scott Sizemore",1985,4,2010,2014,0,166,533,72,128,14,74,5,68,0.24,0.327,0.383,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DET,OAK,NYY",1,4
"174",8,"John Raynor",1984,1,2010,2010,0,11,10,1,2,0,0,0,1,0.2,0.273,0.2,0.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIT",1,4
"175",9,"Jason Bourgeois",1982,8,2008,2015,0,317,708,97,179,6,44,54,47,0.253,0.3,0.326,0.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHW,MIL,HOU,KCR,TBD,CIN",1,4
"176",10,"Jailen Peguero",1981,2,2007,2008,0,25,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,7.5,1.792,25,0,0,24,26,2,17,14,"ARI",1,4
"177",11,"Willie Martinez",1978,1,2000,2000,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,3,0.667,1,0,0,3,1,0,1,1,"CLE",1,4
"178",12,"Chris Gissell",1978,1,2004,2004,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,14.54,2.654,5,1,0,8.2,20,4,3,11,"COL",1,4
"179",13,"Walter Silva",1977,1,2009,2009,0,6,8,2,3,0,0,0,0,0.375,0.375,0.375,0.75,0,2,8.76,1.986,6,6,0,24.2,34,4,15,11,"SDP",1,4
"180",14,"Brian O'Connor",1977,1,2000,2000,0,6,2,0,1,0,0,0,0,0.5,0.5,0.5,1,0,0,5.11,1.865,6,1,0,12.1,12,2,11,7,"PIT",1,4
"181",15,"Ted Lilly",1976,15,1999,2013,2,357,347,10,35,0,17,3,8,0.101,0.124,0.124,0.248,130,113,4.14,1.255,356,331,0,1982.2,1827,293,661,1681,"WSN,NYY,OAK,TOR,CHC,LAD",1,4
"182",16,"Chris Michalak",1971,4,1998,2006,0,61,11,0,3,0,0,0,1,0.273,0.333,0.545,0.879,10,15,4.7,1.636,61,24,1,191.1,228,27,85,87,"ARI,TEX,TOR,CIN",1,4
"183",17,"Clint Zavaras",1967,1,1989,1989,0,10,0,0,0,0,0,0,0,NA,NA,NA,NA,1,6,5.19,1.519,10,10,0,52,49,4,30,31,"SEA",1,4
"184",18,"Ted Wood",1967,3,1991,1993,0,47,109,9,20,1,7,0,11,0.183,0.264,0.239,0.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SFG,WSN",1,4
"185",19,"Kevin Wickander",1965,6,1989,1996,0,150,2,0,0,0,0,0,0,0,0,0,0,5,1,4.02,1.702,150,0,2,138.2,151,12,85,101,"CLE,CIN,DET,MIL",1,4
"186",20,"Daryl Boston",1963,11,1984,1994,0,1058,2629,378,655,83,278,98,237,0.249,0.312,0.41,0.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHW,NYM,COL,NYY",1,4
"187",21,"Jay Tibbs",1962,7,1984,1990,0,160,180,10,21,0,4,0,10,0.117,0.163,0.128,0.291,39,54,4.2,1.398,158,133,0,862.2,887,68,319,448,"CIN,WSN,BAL,PIT",1,4
"188",22,"Paul Gibson",1960,8,1988,1996,0,319,6,0,0,0,0,0,1,0,0.143,0,0.143,22,24,4.07,1.448,319,15,11,556.2,570,55,236,345,"DET,NYM,NYY",1,4
"189",23,"Dennis Saunders",1949,1,1970,1970,0,8,5,0,0,0,0,0,0,0,0,0,0,1,1,3.21,1.5,8,0,1,14,16,1,5,8,"DET",1,4
"190",24,"Ken Reynolds",1947,6,1970,1976,0,119,97,7,18,0,2,0,6,0.186,0.24,0.216,0.457,7,29,4.46,1.507,103,51,1,375.2,370,29,196,197,"PHI,MIL,STL,SDP",1,4
"191",25,"Charlie Manuel",1944,6,1969,1975,0,242,384,25,76,4,43,1,40,0.198,0.273,0.26,0.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIN,LAD",1,4
"192",26,"Tito Fuentes",1944,13,1965,1978,0,1499,5566,610,1491,45,438,80,298,0.268,0.307,0.347,0.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SFG,SDP,DET,OAK",1,4
"193",27,"Larry Yellen",1943,2,1963,1964,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,6.23,1.731,14,2,0,26,34,4,11,12,"HOU",1,4
"194",28,"Bart Shirley",1940,4,1964,1968,0,75,162,15,33,0,11,0,14,0.204,0.267,0.241,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAD,NYM",1,4
"195",29,"Ramon Monzant",1933,6,1954,1960,0,110,89,9,14,0,2,0,3,0.157,0.183,0.157,0.34,16,21,4.38,1.465,106,32,1,316.2,330,42,134,201,"SFG",1,4
"196",30,"Don McMahon",1930,18,1957,1974,1,874,168,8,23,0,9,0,10,0.137,0.185,0.161,0.346,90,68,2.96,1.246,874,2,152,1310.2,1054,104,579,1003,"ATL,HOU,CLE,BOS,CHW,DET,SFG",1,4
"197",31,"Corky Valentine",1929,2,1954,1955,0,46,72,6,9,0,3,0,1,0.125,0.137,0.167,0.304,14,12,4.81,1.43,46,33,1,221,240,29,76,87,"CIN",1,4
"198",32,"Tom Gorman",1925,8,1952,1959,0,289,155,6,14,0,3,0,9,0.09,0.14,0.103,0.243,36,36,3.77,1.303,289,33,44,689.1,659,77,239,321,"NYY,OAK",1,4
"199",33,"Walter Ockey",1920,1,1944,1944,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,3.38,1.5,2,0,0,2.2,2,1,2,1,"SFG",1,4
"200",34,"Herman Franks",1914,6,1939,1949,0,188,403,35,80,3,43,2,57,0.199,0.302,0.275,0.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STL,LAD,OAK,SFG",1,4
"201",35,"Joe Mack",1912,1,1945,1945,0,66,260,30,60,3,44,1,34,0.231,0.32,0.323,0.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATL",1,4
"202",36,"Izzy Leon",1911,1,1945,1945,0,14,9,0,1,0,0,0,1,0.111,0.2,0.111,0.311,0,4,5.35,1.759,14,4,0,38.2,49,3,19,11,"PHI",1,4
"203",37,"George Selkirk",1908,9,1934,1942,2,846,2790,503,810,108,576,49,486,0.29,0.4,0.483,0.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYY",1,4
"204",38,"Blondy Ryan",1906,6,1930,1938,0,386,1330,127,318,8,133,6,57,0.239,0.271,0.304,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHW,SFG,NYY,PHI",1,4
"205",39,"Alex Metzler",1903,6,1925,1930,0,560,1968,290,561,9,206,45,260,0.285,0.374,0.384,0.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHC,OAK,CHW,BAL",1,4
"206",40,"Ted Odenwald",1902,2,1921,1922,0,11,3,0,0,0,0,0,0,0,0,0,0,1,0,4.34,1.607,11,0,0,18.2,22,0,8,6,"CLE",1,4
"207",41,"Charlie Miller",1892,1,1912,1912,0,1,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL",1,4
"208",42,"Ossie Vitt",1890,10,1912,1921,0,1065,3760,561,894,4,296,114,455,0.238,0.322,0.295,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DET,BOS",1,4
"209",43,"Rex DeVogt",1888,1,1913,1913,0,3,6,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATL",1,4
"210",44,"Klondike Smith",1887,1,1912,1912,0,7,27,0,5,0,0,1,0,0.185,0.185,0.222,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYY",1,4
"211",45,"Al Bridwell",1884,11,1905,1915,0,1252,4169,457,1064,2,350,136,557,0.255,0.347,0.295,0.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CIN,ATL,SFG,CHC,SLI",1,4
"212",46,"Eddie Zimmerman",1883,2,1906,1911,0,127,431,31,80,3,37,9,34,0.186,0.248,0.262,0.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STL,LAD",1,4
"213",47,"Bob Spade",1877,4,1907,1910,0,62,144,16,32,0,12,1,11,0.222,0.282,0.264,0.546,25,24,2.96,1.337,62,52,1,426.1,411,4,159,121,"CIN,BAL",1,4
"214",48,"Tommy Corcoran",1869,18,1890,1907,0,2205,8824,1189,2259,34,1137,388,384,0.256,0.29,0.335,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PBB,PHQ,LAD,CIN,SFG",1,4
"215",49,"Rex Smith",1861,1,1886,1886,0,2,8,1,1,0,0,0,0,0.125,0.125,0.125,0.25,0,2,5.5,2.111,2,2,0,18,23,0,15,5,"CIN,PHA",1,4
"216",50,"Henry Oxley",1858,1,1884,1884,0,3,7,0,0,0,0,NA,1,0,0.125,0,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SFG,NYP",1,4
"217",51,"Al Dwight",1856,1,1884,1884,0,12,43,8,10,0,NA,NA,2,0.233,0.267,0.279,0.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KCU",1,4
"218",1,"A.J. Cole",1992,3,2015,2017,0,12,11,0,0,0,0,0,0,0,0,0,0,2,2,4.86,1.416,12,10,1,53.2,57,8,19,50,"WSN",1,5
"219",2,"Daniel Ortiz",1990,1,2017,2017,0,9,12,1,1,0,0,0,1,0.083,0.154,0.083,0.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIT",1,5
"220",3,"C.J. Cron",1990,4,2014,2017,0,334,1117,124,295,45,167,5,55,0.264,0.305,0.443,0.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANA",1,5
"221",4,"Jose Iglesias",1990,6,2011,2017,1,447,1475,174,402,12,103,28,79,0.273,0.32,0.355,0.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS,DET",1,5
"222",5,"Eduardo Escobar",1989,7,2011,2017,0,525,1606,185,404,31,167,8,102,0.252,0.297,0.381,0.678,0,0,0,1,1,0,0,1,1,0,0,0,"CHW,MIN",1,5
"223",6,"J.P. Arencibia",1986,6,2010,2015,0,467,1573,169,333,80,245,2,85,0.212,0.258,0.412,0.67,0,0,0,1,1,0,0,1,1,0,0,0,"TOR,TEX,TBD",1,5
"224",7,"Norichika Aoki",1982,6,2012,2017,0,690,2504,340,713,29,193,91,215,0.285,0.35,0.383,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIL,KCR,SFG,SEA,HOU",1,5
"225",8,"Andy Cavazos",1981,1,2007,2007,0,17,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,10.35,2.15,17,0,0,20,27,5,16,15,"STL",1,5
"226",9,"Ruben Quevedo",1979,4,2000,2003,0,66,98,5,15,0,5,0,2,0.153,0.17,0.153,0.323,14,30,6.15,1.652,66,58,0,326.1,364,70,175,237,"CHC,MIL",1,5
"227",10,"Eric Junge",1977,2,2002,2003,0,10,3,0,0,0,0,0,0,0,0,0,0,2,0,2.21,1.23,10,1,0,20.1,19,1,6,16,"PHI",1,5
"228",11,"Kevin Witt",1976,5,1998,2006,0,146,399,38,93,15,41,1,19,0.233,0.267,0.376,0.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOR,SDP,DET,TBD",1,5
"229",12,"Ryan Minor",1974,4,1998,2001,0,142,317,30,56,5,27,1,20,0.177,0.228,0.259,0.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL,WSN",1,5
"230",13,"Damon Minor",1974,4,2000,2004,0,136,285,35,66,13,39,0,41,0.232,0.338,0.4,0.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SFG",1,5
"231",14,"Mark Redman",1974,10,1999,2008,1,219,154,3,8,0,3,0,6,0.052,0.088,0.052,0.139,68,85,4.85,1.43,219,203,0,1238.2,1364,141,407,747,"MIN,DET,FLA,OAK,PIT,KCR,ATL,COL",1,5
"232",15,"Ramon Tatis",1973,2,1997,1998,0,78,3,0,0,0,0,0,1,0,0.25,0,0.25,1,1,6.82,1.99,78,0,0,67.1,89,15,45,38,"CHC,TBD",1,5
"233",16,"Fred Rath",1973,1,1998,1998,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1.69,1.5,2,0,0,5.1,6,0,2,2,"COL",1,5
"234",17,"Jason Bates",1971,4,1995,1998,0,319,677,88,162,12,69,5,88,0.239,0.332,0.363,0.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COL",1,5
"235",18,"Chris Nabholz",1967,6,1990,1995,0,141,178,10,19,0,4,0,6,0.107,0.136,0.124,0.259,37,35,3.94,1.341,141,100,0,611.2,542,41,278,405,"WSN,BOS,CLE,CHC",1,5
"236",19,"Steve Shifflett",1966,1,1992,1992,0,34,0,0,0,0,0,0,0,NA,NA,NA,NA,1,4,2.6,1.385,34,0,0,52,55,6,17,25,"KCR",1,5
"237",20,"Juan Nieves",1965,3,1986,1988,0,94,0,0,0,0,0,0,0,NA,NA,NA,NA,32,25,4.71,1.496,94,81,1,490.2,507,54,227,352,"MIL",1,5
"238",21,"Jeff Fassero",1963,16,1991,2006,0,720,276,21,23,0,6,1,18,0.083,0.139,0.098,0.237,121,124,4.11,1.38,720,242,25,2033.2,2083,214,724,1643,"WSN,SEA,TEX,BOS,CHC,STL,ARI,COL,SFG",1,5
"239",22,"John Davis",1963,4,1987,1990,0,71,1,0,0,0,0,0,0,0,0,0,0,7,9,4.92,1.647,71,1,4,122.2,120,8,82,73,"KCR,CHW,SDP",1,5
"240",23,"Danny Jackson",1962,15,1983,1997,2,356,428,28,54,0,28,0,10,0.126,0.148,0.164,0.311,112,131,4.01,1.412,353,324,1,2072.2,2110,133,816,1225,"KCR,CIN,CHC,PIT,PHI,STL,SDP",1,5
"241",24,"Roger Samuels",1961,2,1988,1989,0,20,3,0,0,0,0,0,0,0,0,0,0,1,2,4.33,1.37,20,0,0,27,26,5,11,24,"SFG,PIT",1,5
"242",25,"Henry Cotto",1961,10,1984,1993,0,884,2178,296,569,44,210,130,107,0.261,0.299,0.37,0.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHC,NYY,SEA,FLA",1,5
"243",26,"John Russell",1961,10,1984,1993,0,448,1087,113,245,34,129,3,84,0.225,0.282,0.371,0.653,0,0,0,0,1,0,0,0.1,0,0,0,0,"PHI,ATL,TEX",1,5
"244",27,"Milt Thompson",1959,13,1984,1996,0,1359,3761,491,1029,47,357,214,336,0.274,0.335,0.372,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATL,PHI,STL,HOU,COL,LAD",1,5
"245",28,"Ron Kittle",1958,10,1982,1991,1,843,2708,356,648,176,460,16,236,0.239,0.306,0.473,0.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHW,NYY,CLE,BAL",1,5
"246",29,"Bob Dernier",1957,10,1980,1989,0,904,2483,374,634,23,152,218,222,0.255,0.318,0.333,0.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHI,CHC",1,5
"247",30,"John Littlefield",1954,2,1980,1981,0,94,12,1,0,0,0,0,0,0,0,0,0,7,8,3.39,1.323,94,0,11,130,124,7,48,43,"STL,SDP",1,5
"248",31,"Jim Gantner",1953,17,1976,1992,0,1801,6189,726,1696,47,568,137,383,0.274,0.319,0.351,0.671,0,0,0,2,1,0,0,1,2,0,0,0,"MIL",1,5
"249",32,"Bob Reece",1951,1,1978,1978,0,9,11,2,2,0,3,0,0,0.182,0.182,0.273,0.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WSN",1,5
"250",33,"Charlie Hough",1948,25,1970,1994,1,858,226,7,33,1,13,0,5,0.146,0.168,0.177,0.345,216,216,3.75,1.302,858,440,61,3801.1,3283,383,1665,2362,"LAD,TEX,CHW,FLA",1,5
"251",34,"Bill Laxton",1948,5,1970,1977,0,121,5,0,1,0,0,0,1,0.2,0.333,0.2,0.533,3,10,4.73,1.521,121,4,5,243.1,212,34,158,189,"PHI,SDP,DET,CLE,SEA",1,5
"252",35,"Sandy Vance",1947,2,1970,1971,0,30,42,2,7,0,2,0,2,0.167,0.205,0.19,0.395,9,8,3.83,1.369,30,21,0,141,147,10,46,56,"LAD",1,5
"253",36,"Charlie Vinson",1944,1,1966,1966,0,13,22,3,4,1,6,0,5,0.182,0.357,0.409,0.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANA",1,5
"254",37,"Tom Kelley",1944,7,1964,1973,0,104,116,4,11,0,4,0,3,0.095,0.118,0.095,0.212,20,22,3.75,1.488,104,45,0,408,400,38,207,234,"CLE,ATL",1,5
"255",38,"Wally Wolf",1942,2,1969,1970,0,6,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,7.04,1.696,6,0,0,7.2,6,2,7,7,"ANA",1,5
"256",39,"Daryl Robertson",1936,1,1962,1962,0,9,19,0,2,0,2,0,2,0.105,0.182,0.105,0.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHC",1,5
"257",40,"Bud Bloomfield",1936,2,1963,1964,0,8,7,1,1,0,0,0,0,0.143,0.143,0.143,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STL,MIN",1,5
"258",41,"Earl Battey",1935,13,1955,1967,5,1141,3586,393,969,104,449,13,421,0.27,0.349,0.409,0.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHW,MIN",1,5
"259",42,"Bob Oldis",1928,7,1953,1963,0,135,236,20,56,1,22,0,20,0.237,0.297,0.275,0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIN,PIT,PHI",1,5
"260",43,"Fred Marsh",1924,7,1949,1956,0,465,1236,148,296,10,96,13,125,0.239,0.31,0.311,0.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLE,BAL,MIN,CHW",1,5
"261",44,"Jack Kramer",1918,12,1939,1951,3,322,501,43,72,5,39,0,76,0.144,0.258,0.198,0.455,95,103,4.24,1.492,322,215,7,1637.1,1761,92,682,613,"BAL,BOS,SFG,NYY",1,5
"262",45,"Jack Salveson",1914,5,1933,1945,0,88,77,8,20,3,10,0,3,0.26,0.288,0.442,0.729,9,9,3.99,1.427,87,19,4,272.2,302,21,87,85,"SFG,CHW,PIT,CLE",1,5
"263",46,"Joe Grace",1914,6,1938,1947,0,484,1561,225,442,20,172,9,179,0.283,0.362,0.393,0.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL,MIN",1,5
"264",47,"Ted Petoskey",1911,2,1934,1935,0,10,12,0,2,0,1,1,0,0.167,0.167,0.167,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CIN",1,5
